Id_SNVeg,n_total,n_sig,prop_sig,parque,escala,mes,variable
MedSclF,158690,0,0,cabaneros,1,3,spei
MedScrub,187005,0,0,cabaneros,1,3,spei
Reforestation,57,0,0,cabaneros,1,3,spei
RipF,4764,0,0,cabaneros,1,3,spei
RockScreeVeg,11067,0,0,cabaneros,1,3,spei
SMedMarF,69447,0,0,cabaneros,1,3,spei
Shrub,21978,0,0,cabaneros,1,3,spei
WaterSurf,177,0,0,cabaneros,1,3,spei
ArtSurf,7418,0,0,cabaneros,1,4,spei
Crop,2473,0,0,cabaneros,1,4,spei
Dehesa,36272,0,0,cabaneros,1,4,spei
Grass,52784,0,0,cabaneros,1,4,spei
HydroRipVeg,554,0,0,cabaneros,1,4,spei
MedConF,35896,0,0,cabaneros,1,4,spei
MedSclF,158690,2,0,cabaneros,1,4,spei
MedScrub,187005,0,0,cabaneros,1,4,spei
Reforestation,57,0,0,cabaneros,1,4,spei
RipF,4764,0,0,cabaneros,1,4,spei
RockScreeVeg,11067,0,0,cabaneros,1,4,spei
SMedMarF,69447,0,0,cabaneros,1,4,spei
Shrub,21978,0,0,cabaneros,1,4,spei
WaterSurf,177,0,0,cabaneros,1,4,spei
ArtSurf,7418,0,0,cabaneros,1,5,spei
Crop,2473,0,0,cabaneros,1,5,spei
Dehesa,36272,0,0,cabaneros,1,5,spei
Grass,52784,0,0,cabaneros,1,5,spei
HydroRipVeg,554,0,0,cabaneros,1,5,spei
MedConF,35896,0,0,cabaneros,1,5,spei
MedSclF,158690,0,0,cabaneros,1,5,spei
MedScrub,187005,0,0,cabaneros,1,5,spei
Reforestation,57,0,0,cabaneros,1,5,spei
RipF,4764,0,0,cabaneros,1,5,spei
RockScreeVeg,11067,0,0,cabaneros,1,5,spei
SMedMarF,69447,0,0,cabaneros,1,5,spei
Shrub,21978,0,0,cabaneros,1,5,spei
WaterSurf,177,0,0,cabaneros,1,5,spei
ArtSurf,7418,0,0,cabaneros,1,6,spei
Crop,2473,0,0,cabaneros,1,6,spei
Dehesa,36272,0,0,cabaneros,1,6,spei
Grass,52784,0,0,cabaneros,1,6,spei
HydroRipVeg,554,0,0,cabaneros,1,6,spei
MedConF,35896,0,0,cabaneros,1,6,spei
MedSclF,158690,0,0,cabaneros,1,6,spei
MedScrub,187005,0,0,cabaneros,1,6,spei
Reforestation,57,0,0,cabaneros,1,6,spei
RipF,4764,0,0,cabaneros,1,6,spei
RockScreeVeg,11067,0,0,cabaneros,1,6,spei
SMedMarF,69447,0,0,cabaneros,1,6,spei
Shrub,21978,0,0,cabaneros,1,6,spei
WaterSurf,177,0,0,cabaneros,1,6,spei
ArtSurf,7418,0,0,cabaneros,1,7,spei
Crop,2473,0,0,cabaneros,1,7,spei
Dehesa,36272,0,0,cabaneros,1,7,spei
Grass,52784,0,0,cabaneros,1,7,spei
HydroRipVeg,554,0,0,cabaneros,1,7,spei
MedConF,35896,0,0,cabaneros,1,7,spei
MedSclF,158690,0,0,cabaneros,1,7,spei
MedScrub,187005,0,0,cabaneros,1,7,spei
Reforestation,57,0,0,cabaneros,1,7,spei
RipF,4764,0,0,cabaneros,1,7,spei
RockScreeVeg,11067,0,0,cabaneros,1,7,spei
SMedMarF,69447,0,0,cabaneros,1,7,spei
Shrub,21978,0,0,cabaneros,1,7,spei
WaterSurf,177,0,0,cabaneros,1,7,spei
ArtSurf,7418,0,0,cabaneros,1,8,spei
Crop,2473,0,0,cabaneros,1,8,spei
Dehesa,36272,0,0,cabaneros,1,8,spei
Grass,52784,0,0,cabaneros,1,8,spei
HydroRipVeg,554,0,0,cabaneros,1,8,spei
MedConF,35896,0,0,cabaneros,1,8,spei
MedSclF,158690,0,0,cabaneros,1,8,spei
MedScrub,187005,0,0,cabaneros,1,8,spei
Reforestation,57,0,0,cabaneros,1,8,spei
RipF,4764,0,0,cabaneros,1,8,spei
RockScreeVeg,11067,0,0,cabaneros,1,8,spei
SMedMarF,69447,0,0,cabaneros,1,8,spei
Shrub,21978,0,0,cabaneros,1,8,spei
WaterSurf,177,0,0,cabaneros,1,8,spei
ArtSurf,7418,0,0,cabaneros,1,9,spei
Crop,2473,0,0,cabaneros,1,9,spei
Dehesa,36272,1,0,cabaneros,1,9,spei
Grass,52784,0,0,cabaneros,1,9,spei
HydroRipVeg,554,0,0,cabaneros,1,9,spei
MedConF,35896,2,0.01,cabaneros,1,9,spei
MedSclF,158690,10,0.01,cabaneros,1,9,spei
MedScrub,187005,8,0,cabaneros,1,9,spei
Reforestation,57,0,0,cabaneros,1,9,spei
RipF,4764,0,0,cabaneros,1,9,spei
RockScreeVeg,11067,15,0.14,cabaneros,1,9,spei
SMedMarF,69447,119,0.17,cabaneros,1,9,spei
Shrub,21978,0,0,cabaneros,1,9,spei
WaterSurf,177,0,0,cabaneros,1,9,spei
ArtSurf,7418,0,0,cabaneros,1,10,spei
Crop,2473,0,0,cabaneros,1,10,spei
Dehesa,36272,0,0,cabaneros,1,10,spei
Grass,52784,0,0,cabaneros,1,10,spei
HydroRipVeg,554,0,0,cabaneros,1,10,spei
MedConF,35896,0,0,cabaneros,1,10,spei
MedSclF,158690,0,0,cabaneros,1,10,spei
MedScrub,187005,0,0,cabaneros,1,10,spei
Reforestation,57,0,0,cabaneros,1,10,spei
RipF,4764,0,0,cabaneros,1,10,spei
RockScreeVeg,11067,0,0,cabaneros,1,10,spei
SMedMarF,69447,0,0,cabaneros,1,10,spei
Shrub,21978,0,0,cabaneros,1,10,spei
WaterSurf,177,0,0,cabaneros,1,10,spei
ArtSurf,7418,0,0,cabaneros,1,11,spei
Crop,2473,0,0,cabaneros,1,11,spei
Dehesa,36272,0,0,cabaneros,1,11,spei
Grass,52784,0,0,cabaneros,1,11,spei
HydroRipVeg,554,0,0,cabaneros,1,11,spei
MedConF,35896,0,0,cabaneros,1,11,spei
MedSclF,158690,0,0,cabaneros,1,11,spei
MedScrub,187005,0,0,cabaneros,1,11,spei
Reforestation,57,0,0,cabaneros,1,11,spei
RipF,4764,0,0,cabaneros,1,11,spei
RockScreeVeg,11067,0,0,cabaneros,1,11,spei
SMedMarF,69447,0,0,cabaneros,1,11,spei
Shrub,21978,0,0,cabaneros,1,11,spei
WaterSurf,177,0,0,cabaneros,1,11,spei
ArtSurf,7418,0,0,cabaneros,1,12,spei
Crop,2473,0,0,cabaneros,1,12,spei
Dehesa,36272,0,0,cabaneros,1,12,spei
Grass,52784,0,0,cabaneros,1,12,spei
HydroRipVeg,554,0,0,cabaneros,1,12,spei
MedConF,35896,0,0,cabaneros,1,12,spei
MedSclF,158688,0,0,cabaneros,1,12,spei
MedScrub,187005,0,0,cabaneros,1,12,spei
Reforestation,57,0,0,cabaneros,1,12,spei
RipF,4764,0,0,cabaneros,1,12,spei
RockScreeVeg,11067,0,0,cabaneros,1,12,spei
SMedMarF,69447,0,0,cabaneros,1,12,spei
Shrub,21978,0,0,cabaneros,1,12,spei
WaterSurf,177,0,0,cabaneros,1,12,spei
ArtSurf,7418,0,0,cabaneros,3,1,spei
Crop,2473,0,0,cabaneros,3,1,spei
Dehesa,36272,0,0,cabaneros,3,1,spei
Grass,52784,0,0,cabaneros,3,1,spei
HydroRipVeg,554,0,0,cabaneros,3,1,spei
MedConF,35896,0,0,cabaneros,3,1,spei
MedSclF,158690,0,0,cabaneros,3,1,spei
MedScrub,187005,0,0,cabaneros,3,1,spei
Reforestation,57,0,0,cabaneros,3,1,spei
RipF,4764,0,0,cabaneros,3,1,spei
RockScreeVeg,11067,0,0,cabaneros,3,1,spei
SMedMarF,69447,0,0,cabaneros,3,1,spei
Shrub,21978,0,0,cabaneros,3,1,spei
WaterSurf,177,0,0,cabaneros,3,1,spei
ArtSurf,7418,0,0,cabaneros,3,2,spei
Crop,2473,0,0,cabaneros,3,2,spei
Dehesa,36272,0,0,cabaneros,3,2,spei
Grass,52784,0,0,cabaneros,3,2,spei
HydroRipVeg,554,0,0,cabaneros,3,2,spei
MedConF,35896,0,0,cabaneros,3,2,spei
MedSclF,158690,0,0,cabaneros,3,2,spei
MedScrub,187005,0,0,cabaneros,3,2,spei
Reforestation,57,0,0,cabaneros,3,2,spei
RipF,4764,0,0,cabaneros,3,2,spei
RockScreeVeg,11067,0,0,cabaneros,3,2,spei
SMedMarF,69447,0,0,cabaneros,3,2,spei
Shrub,21978,0,0,cabaneros,3,2,spei
WaterSurf,177,0,0,cabaneros,3,2,spei
ArtSurf,7418,15,0.2,cabaneros,3,3,spei
Crop,2473,14,0.57,cabaneros,3,3,spei
Dehesa,36272,754,2.08,cabaneros,3,3,spei
Grass,52784,856,1.62,cabaneros,3,3,spei
HydroRipVeg,554,5,0.9,cabaneros,3,3,spei
MedConF,35896,5,0.01,cabaneros,3,3,spei
MedSclF,158690,255,0.16,cabaneros,3,3,spei
MedScrub,187005,618,0.33,cabaneros,3,3,spei
Reforestation,57,0,0,cabaneros,3,3,spei
RipF,4764,16,0.34,cabaneros,3,3,spei
RockScreeVeg,11067,41,0.37,cabaneros,3,3,spei
SMedMarF,69447,111,0.16,cabaneros,3,3,spei
Shrub,21978,56,0.25,cabaneros,3,3,spei
WaterSurf,177,0,0,cabaneros,3,3,spei
ArtSurf,7418,680,9.17,cabaneros,3,4,spei
Crop,2473,623,25.19,cabaneros,3,4,spei
Dehesa,36272,17929,49.43,cabaneros,3,4,spei
Grass,52784,35203,66.69,cabaneros,3,4,spei
HydroRipVeg,554,59,10.65,cabaneros,3,4,spei
MedConF,35896,118,0.33,cabaneros,3,4,spei
MedSclF,158690,5797,3.65,cabaneros,3,4,spei
MedScrub,187005,14115,7.55,cabaneros,3,4,spei
Reforestation,57,0,0,cabaneros,3,4,spei
RipF,4764,326,6.84,cabaneros,3,4,spei
RockScreeVeg,11067,571,5.16,cabaneros,3,4,spei
SMedMarF,69447,2289,3.3,cabaneros,3,4,spei
Shrub,21978,1497,6.81,cabaneros,3,4,spei
WaterSurf,177,26,14.69,cabaneros,3,4,spei
ArtSurf,7418,1382,18.63,cabaneros,3,5,spei
Crop,2473,1719,69.51,cabaneros,3,5,spei
Dehesa,36272,23296,64.23,cabaneros,3,5,spei
Grass,52784,46093,87.32,cabaneros,3,5,spei
HydroRipVeg,554,95,17.15,cabaneros,3,5,spei
MedConF,35896,208,0.58,cabaneros,3,5,spei
MedSclF,158690,12029,7.58,cabaneros,3,5,spei
MedScrub,187005,31124,16.64,cabaneros,3,5,spei
Reforestation,57,0,0,cabaneros,3,5,spei
RipF,4764,568,11.92,cabaneros,3,5,spei
RockScreeVeg,11067,973,8.79,cabaneros,3,5,spei
SMedMarF,69447,3435,4.95,cabaneros,3,5,spei
Shrub,21978,2136,9.72,cabaneros,3,5,spei
WaterSurf,177,34,19.21,cabaneros,3,5,spei
ArtSurf,7418,2118,28.55,cabaneros,3,6,spei
Crop,2473,1630,65.91,cabaneros,3,6,spei
Dehesa,36272,19593,54.02,cabaneros,3,6,spei
Grass,52784,40039,75.85,cabaneros,3,6,spei
HydroRipVeg,554,197,35.56,cabaneros,3,6,spei
MedConF,35896,275,0.77,cabaneros,3,6,spei
MedSclF,158690,32948,20.76,cabaneros,3,6,spei
MedScrub,187005,71574,38.27,cabaneros,3,6,spei
Reforestation,57,0,0,cabaneros,3,6,spei
RipF,4764,1008,21.16,cabaneros,3,6,spei
RockScreeVeg,11067,1180,10.66,cabaneros,3,6,spei
SMedMarF,69447,8814,12.69,cabaneros,3,6,spei
Shrub,21978,6201,28.21,cabaneros,3,6,spei
WaterSurf,177,19,10.73,cabaneros,3,6,spei
ArtSurf,7418,1613,21.74,cabaneros,3,7,spei
Crop,2473,637,25.76,cabaneros,3,7,spei
Dehesa,36272,10814,29.81,cabaneros,3,7,spei
Grass,52784,23926,45.33,cabaneros,3,7,spei
HydroRipVeg,554,134,24.19,cabaneros,3,7,spei
MedConF,35896,402,1.12,cabaneros,3,7,spei
MedSclF,158690,20410,12.86,cabaneros,3,7,spei
MedScrub,187005,73382,39.24,cabaneros,3,7,spei
Reforestation,57,3,5.26,cabaneros,3,7,spei
RipF,4764,593,12.45,cabaneros,3,7,spei
RockScreeVeg,11067,970,8.76,cabaneros,3,7,spei
SMedMarF,69447,7274,10.47,cabaneros,3,7,spei
Shrub,21978,5006,22.78,cabaneros,3,7,spei
WaterSurf,177,8,4.52,cabaneros,3,7,spei
ArtSurf,7418,0,0,cabaneros,3,8,spei
Crop,2473,0,0,cabaneros,3,8,spei
Dehesa,36272,0,0,cabaneros,3,8,spei
Grass,52784,0,0,cabaneros,3,8,spei
HydroRipVeg,554,0,0,cabaneros,3,8,spei
MedConF,35896,0,0,cabaneros,3,8,spei
MedSclF,158690,0,0,cabaneros,3,8,spei
MedScrub,187005,1,0,cabaneros,3,8,spei
Reforestation,57,0,0,cabaneros,3,8,spei
RipF,4764,0,0,cabaneros,3,8,spei
RockScreeVeg,11067,0,0,cabaneros,3,8,spei
SMedMarF,69447,0,0,cabaneros,3,8,spei
Shrub,21978,0,0,cabaneros,3,8,spei
WaterSurf,177,0,0,cabaneros,3,8,spei
ArtSurf,7418,0,0,cabaneros,3,9,spei
Crop,2473,0,0,cabaneros,3,9,spei
Dehesa,36272,0,0,cabaneros,3,9,spei
Grass,52784,0,0,cabaneros,3,9,spei
HydroRipVeg,554,0,0,cabaneros,3,9,spei
MedConF,35896,0,0,cabaneros,3,9,spei
MedSclF,158690,0,0,cabaneros,3,9,spei
MedScrub,187005,0,0,cabaneros,3,9,spei
Reforestation,57,0,0,cabaneros,3,9,spei
RipF,4764,0,0,cabaneros,3,9,spei
RockScreeVeg,11067,0,0,cabaneros,3,9,spei
SMedMarF,69447,0,0,cabaneros,3,9,spei
Shrub,21978,0,0,cabaneros,3,9,spei
WaterSurf,177,0,0,cabaneros,3,9,spei
ArtSurf,7418,0,0,cabaneros,3,10,spei
Crop,2473,0,0,cabaneros,3,10,spei
Dehesa,36272,0,0,cabaneros,3,10,spei
Grass,52784,0,0,cabaneros,3,10,spei
HydroRipVeg,554,0,0,cabaneros,3,10,spei
MedConF,35896,0,0,cabaneros,3,10,spei
MedSclF,158690,0,0,cabaneros,3,10,spei
MedScrub,187005,0,0,cabaneros,3,10,spei
Reforestation,57,0,0,cabaneros,3,10,spei
RipF,4764,0,0,cabaneros,3,10,spei
RockScreeVeg,11067,0,0,cabaneros,3,10,spei
SMedMarF,69447,0,0,cabaneros,3,10,spei
Shrub,21978,0,0,cabaneros,3,10,spei
WaterSurf,177,0,0,cabaneros,3,10,spei
ArtSurf,7418,0,0,cabaneros,3,11,spei
Crop,2473,0,0,cabaneros,3,11,spei
Dehesa,36272,0,0,cabaneros,3,11,spei
Grass,52784,0,0,cabaneros,3,11,spei
HydroRipVeg,554,0,0,cabaneros,3,11,spei
MedConF,35896,0,0,cabaneros,3,11,spei
MedSclF,158690,0,0,cabaneros,3,11,spei
MedScrub,187005,0,0,cabaneros,3,11,spei
Reforestation,57,0,0,cabaneros,3,11,spei
RipF,4764,0,0,cabaneros,3,11,spei
RockScreeVeg,11067,0,0,cabaneros,3,11,spei
SMedMarF,69447,0,0,cabaneros,3,11,spei
Shrub,21978,0,0,cabaneros,3,11,spei
WaterSurf,177,0,0,cabaneros,3,11,spei
ArtSurf,7418,0,0,cabaneros,3,12,spei
Crop,2473,0,0,cabaneros,3,12,spei
Dehesa,36272,0,0,cabaneros,3,12,spei
Grass,52784,0,0,cabaneros,3,12,spei
HydroRipVeg,554,0,0,cabaneros,3,12,spei
MedConF,35896,0,0,cabaneros,3,12,spei
MedSclF,158688,0,0,cabaneros,3,12,spei
MedScrub,187005,0,0,cabaneros,3,12,spei
Reforestation,57,0,0,cabaneros,3,12,spei
RipF,4764,0,0,cabaneros,3,12,spei
RockScreeVeg,11067,0,0,cabaneros,3,12,spei
SMedMarF,69447,0,0,cabaneros,3,12,spei
Shrub,21978,0,0,cabaneros,3,12,spei
WaterSurf,177,0,0,cabaneros,3,12,spei
ArtSurf,7418,0,0,cabaneros,6,1,spei
Crop,2473,0,0,cabaneros,6,1,spei
Dehesa,36272,0,0,cabaneros,6,1,spei
Grass,52784,0,0,cabaneros,6,1,spei
HydroRipVeg,554,0,0,cabaneros,6,1,spei
MedConF,35896,0,0,cabaneros,6,1,spei
MedSclF,158690,0,0,cabaneros,6,1,spei
MedScrub,187005,0,0,cabaneros,6,1,spei
Reforestation,57,0,0,cabaneros,6,1,spei
RipF,4764,0,0,cabaneros,6,1,spei
RockScreeVeg,11067,0,0,cabaneros,6,1,spei
SMedMarF,69447,0,0,cabaneros,6,1,spei
Shrub,21978,0,0,cabaneros,6,1,spei
WaterSurf,177,0,0,cabaneros,6,1,spei
ArtSurf,7418,1,0.01,cabaneros,6,2,spei
Crop,2473,0,0,cabaneros,6,2,spei
Dehesa,36272,8,0.02,cabaneros,6,2,spei
Grass,52784,14,0.03,cabaneros,6,2,spei
HydroRipVeg,554,0,0,cabaneros,6,2,spei
MedConF,35896,0,0,cabaneros,6,2,spei
MedSclF,158690,0,0,cabaneros,6,2,spei
MedScrub,187005,12,0.01,cabaneros,6,2,spei
Reforestation,57,0,0,cabaneros,6,2,spei
RipF,4764,3,0.06,cabaneros,6,2,spei
RockScreeVeg,11067,0,0,cabaneros,6,2,spei
SMedMarF,69447,4,0.01,cabaneros,6,2,spei
Shrub,21978,1,0,cabaneros,6,2,spei
WaterSurf,177,0,0,cabaneros,6,2,spei
ArtSurf,7418,5,0.07,cabaneros,6,3,spei
Crop,2473,20,0.81,cabaneros,6,3,spei
Dehesa,36272,761,2.1,cabaneros,6,3,spei
Grass,52784,1003,1.9,cabaneros,6,3,spei
HydroRipVeg,554,3,0.54,cabaneros,6,3,spei
MedConF,35896,2,0.01,cabaneros,6,3,spei
MedSclF,158690,101,0.06,cabaneros,6,3,spei
MedScrub,187005,123,0.07,cabaneros,6,3,spei
Reforestation,57,0,0,cabaneros,6,3,spei
RipF,4764,6,0.13,cabaneros,6,3,spei
RockScreeVeg,11067,7,0.06,cabaneros,6,3,spei
SMedMarF,69447,61,0.09,cabaneros,6,3,spei
Shrub,21978,91,0.41,cabaneros,6,3,spei
WaterSurf,177,0,0,cabaneros,6,3,spei
ArtSurf,7418,276,3.72,cabaneros,6,4,spei
Crop,2473,1440,58.23,cabaneros,6,4,spei
Dehesa,36272,14242,39.26,cabaneros,6,4,spei
Grass,52784,30422,57.63,cabaneros,6,4,spei
HydroRipVeg,554,58,10.47,cabaneros,6,4,spei
MedConF,35896,31,0.09,cabaneros,6,4,spei
MedSclF,158690,2988,1.88,cabaneros,6,4,spei
MedScrub,187005,5944,3.18,cabaneros,6,4,spei
Reforestation,57,3,5.26,cabaneros,6,4,spei
RipF,4764,161,3.38,cabaneros,6,4,spei
RockScreeVeg,11067,202,1.83,cabaneros,6,4,spei
SMedMarF,69447,2057,2.96,cabaneros,6,4,spei
Shrub,21978,1458,6.63,cabaneros,6,4,spei
WaterSurf,177,14,7.91,cabaneros,6,4,spei
ArtSurf,7418,1123,15.14,cabaneros,6,5,spei
Crop,2473,1778,71.9,cabaneros,6,5,spei
Dehesa,36272,20156,55.57,cabaneros,6,5,spei
Grass,52784,36853,69.82,cabaneros,6,5,spei
HydroRipVeg,554,102,18.41,cabaneros,6,5,spei
MedConF,35896,123,0.34,cabaneros,6,5,spei
MedSclF,158690,16430,10.35,cabaneros,6,5,spei
MedScrub,187005,28068,15.01,cabaneros,6,5,spei
Reforestation,57,15,26.32,cabaneros,6,5,spei
RipF,4764,709,14.88,cabaneros,6,5,spei
RockScreeVeg,11067,726,6.56,cabaneros,6,5,spei
SMedMarF,69447,6262,9.02,cabaneros,6,5,spei
Shrub,21978,2724,12.39,cabaneros,6,5,spei
WaterSurf,177,29,16.38,cabaneros,6,5,spei
ArtSurf,7418,3520,47.45,cabaneros,6,6,spei
Crop,2473,2271,91.83,cabaneros,6,6,spei
Dehesa,36272,27019,74.49,cabaneros,6,6,spei
Grass,52784,47280,89.57,cabaneros,6,6,spei
HydroRipVeg,554,264,47.65,cabaneros,6,6,spei
MedConF,35896,652,1.82,cabaneros,6,6,spei
MedSclF,158690,89660,56.5,cabaneros,6,6,spei
MedScrub,187005,127712,68.29,cabaneros,6,6,spei
Reforestation,57,13,22.81,cabaneros,6,6,spei
RipF,4764,1863,39.11,cabaneros,6,6,spei
RockScreeVeg,11067,1944,17.57,cabaneros,6,6,spei
SMedMarF,69447,26966,38.83,cabaneros,6,6,spei
Shrub,21978,14993,68.22,cabaneros,6,6,spei
WaterSurf,177,60,33.9,cabaneros,6,6,spei
ArtSurf,7418,3739,50.4,cabaneros,6,7,spei
Crop,2473,2200,88.96,cabaneros,6,7,spei
Dehesa,36272,25772,71.05,cabaneros,6,7,spei
Grass,52784,46052,87.25,cabaneros,6,7,spei
HydroRipVeg,554,285,51.44,cabaneros,6,7,spei
MedConF,35896,649,1.81,cabaneros,6,7,spei
MedSclF,158690,78668,49.57,cabaneros,6,7,spei
MedScrub,187005,127978,68.44,cabaneros,6,7,spei
Reforestation,57,20,35.09,cabaneros,6,7,spei
RipF,4764,1114,23.38,cabaneros,6,7,spei
RockScreeVeg,11067,1606,14.51,cabaneros,6,7,spei
SMedMarF,69447,19892,28.64,cabaneros,6,7,spei
Shrub,21978,14859,67.61,cabaneros,6,7,spei
WaterSurf,177,56,31.64,cabaneros,6,7,spei
ArtSurf,7418,4155,56.01,cabaneros,6,8,spei
Crop,2473,1867,75.5,cabaneros,6,8,spei
Dehesa,36272,21051,58.04,cabaneros,6,8,spei
Grass,52784,40784,77.27,cabaneros,6,8,spei
HydroRipVeg,554,269,48.56,cabaneros,6,8,spei
MedConF,35896,1043,2.91,cabaneros,6,8,spei
MedSclF,158690,71666,45.16,cabaneros,6,8,spei
MedScrub,187005,134443,71.89,cabaneros,6,8,spei
Reforestation,57,6,10.53,cabaneros,6,8,spei
RipF,4764,1158,24.31,cabaneros,6,8,spei
RockScreeVeg,11067,2631,23.77,cabaneros,6,8,spei
SMedMarF,69447,16552,23.83,cabaneros,6,8,spei
Shrub,21978,14107,64.19,cabaneros,6,8,spei
WaterSurf,177,35,19.77,cabaneros,6,8,spei
ArtSurf,7418,0,0,cabaneros,6,9,spei
Crop,2473,0,0,cabaneros,6,9,spei
Dehesa,36272,0,0,cabaneros,6,9,spei
Grass,52784,0,0,cabaneros,6,9,spei
HydroRipVeg,554,0,0,cabaneros,6,9,spei
MedConF,35896,0,0,cabaneros,6,9,spei
MedSclF,158690,0,0,cabaneros,6,9,spei
MedScrub,187005,0,0,cabaneros,6,9,spei
Reforestation,57,0,0,cabaneros,6,9,spei
RipF,4764,0,0,cabaneros,6,9,spei
RockScreeVeg,11067,0,0,cabaneros,6,9,spei
SMedMarF,69447,0,0,cabaneros,6,9,spei
Shrub,21978,0,0,cabaneros,6,9,spei
WaterSurf,177,0,0,cabaneros,6,9,spei
ArtSurf,7418,0,0,cabaneros,6,10,spei
Crop,2473,0,0,cabaneros,6,10,spei
Dehesa,36272,0,0,cabaneros,6,10,spei
Grass,52784,0,0,cabaneros,6,10,spei
HydroRipVeg,554,0,0,cabaneros,6,10,spei
MedConF,35896,0,0,cabaneros,6,10,spei
MedSclF,158690,0,0,cabaneros,6,10,spei
MedScrub,187005,0,0,cabaneros,6,10,spei
Reforestation,57,0,0,cabaneros,6,10,spei
RipF,4764,0,0,cabaneros,6,10,spei
RockScreeVeg,11067,0,0,cabaneros,6,10,spei
SMedMarF,69447,0,0,cabaneros,6,10,spei
Shrub,21978,0,0,cabaneros,6,10,spei
WaterSurf,177,0,0,cabaneros,6,10,spei
ArtSurf,7418,0,0,cabaneros,6,11,spei
Crop,2473,0,0,cabaneros,6,11,spei
Dehesa,36272,0,0,cabaneros,6,11,spei
Grass,52784,0,0,cabaneros,6,11,spei
HydroRipVeg,554,0,0,cabaneros,6,11,spei
MedConF,35896,0,0,cabaneros,6,11,spei
MedSclF,158690,0,0,cabaneros,6,11,spei
MedScrub,187005,0,0,cabaneros,6,11,spei
Reforestation,57,0,0,cabaneros,6,11,spei
RipF,4764,0,0,cabaneros,6,11,spei
RockScreeVeg,11067,0,0,cabaneros,6,11,spei
SMedMarF,69447,0,0,cabaneros,6,11,spei
Shrub,21978,0,0,cabaneros,6,11,spei
WaterSurf,177,0,0,cabaneros,6,11,spei
ArtSurf,7418,0,0,cabaneros,6,12,spei
Crop,2473,0,0,cabaneros,6,12,spei
Dehesa,36272,30,0.08,cabaneros,6,12,spei
Grass,52784,6,0.01,cabaneros,6,12,spei
HydroRipVeg,554,0,0,cabaneros,6,12,spei
MedConF,35896,0,0,cabaneros,6,12,spei
MedSclF,158688,0,0,cabaneros,6,12,spei
MedScrub,187005,0,0,cabaneros,6,12,spei
Reforestation,57,0,0,cabaneros,6,12,spei
RipF,4764,0,0,cabaneros,6,12,spei
RockScreeVeg,11067,0,0,cabaneros,6,12,spei
SMedMarF,69447,0,0,cabaneros,6,12,spei
Shrub,21978,0,0,cabaneros,6,12,spei
WaterSurf,177,0,0,cabaneros,6,12,spei
ArtSurf,7418,0,0,cabaneros,9,1,spei
Crop,2473,0,0,cabaneros,9,1,spei
Dehesa,36272,0,0,cabaneros,9,1,spei
Grass,52784,0,0,cabaneros,9,1,spei
HydroRipVeg,554,0,0,cabaneros,9,1,spei
MedConF,35896,0,0,cabaneros,9,1,spei
MedSclF,158690,0,0,cabaneros,9,1,spei
MedScrub,187005,0,0,cabaneros,9,1,spei
Reforestation,57,0,0,cabaneros,9,1,spei
RipF,4764,0,0,cabaneros,9,1,spei
RockScreeVeg,11067,0,0,cabaneros,9,1,spei
SMedMarF,69447,0,0,cabaneros,9,1,spei
Shrub,21978,0,0,cabaneros,9,1,spei
WaterSurf,177,0,0,cabaneros,9,1,spei
ArtSurf,7418,0,0,cabaneros,9,2,spei
Crop,2473,0,0,cabaneros,9,2,spei
Dehesa,36272,0,0,cabaneros,9,2,spei
Grass,52784,0,0,cabaneros,9,2,spei
HydroRipVeg,554,0,0,cabaneros,9,2,spei
MedConF,35896,0,0,cabaneros,9,2,spei
MedSclF,158690,0,0,cabaneros,9,2,spei
MedScrub,187005,0,0,cabaneros,9,2,spei
Reforestation,57,0,0,cabaneros,9,2,spei
RipF,4764,0,0,cabaneros,9,2,spei
RockScreeVeg,11067,0,0,cabaneros,9,2,spei
SMedMarF,69447,0,0,cabaneros,9,2,spei
Shrub,21978,0,0,cabaneros,9,2,spei
WaterSurf,177,0,0,cabaneros,9,2,spei
ArtSurf,7418,8,0.11,cabaneros,9,3,spei
Crop,2473,58,2.35,cabaneros,9,3,spei
Dehesa,36272,941,2.59,cabaneros,9,3,spei
Grass,52784,1514,2.87,cabaneros,9,3,spei
HydroRipVeg,554,3,0.54,cabaneros,9,3,spei
MedConF,35896,4,0.01,cabaneros,9,3,spei
MedSclF,158690,76,0.05,cabaneros,9,3,spei
MedScrub,187005,105,0.06,cabaneros,9,3,spei
Reforestation,57,0,0,cabaneros,9,3,spei
RipF,4764,9,0.19,cabaneros,9,3,spei
RockScreeVeg,11067,7,0.06,cabaneros,9,3,spei
SMedMarF,69447,69,0.1,cabaneros,9,3,spei
Shrub,21978,121,0.55,cabaneros,9,3,spei
WaterSurf,177,0,0,cabaneros,9,3,spei
ArtSurf,7418,475,6.4,cabaneros,9,4,spei
Crop,2473,1760,71.17,cabaneros,9,4,spei
Dehesa,36272,18483,50.96,cabaneros,9,4,spei
Grass,52784,38169,72.31,cabaneros,9,4,spei
HydroRipVeg,554,87,15.7,cabaneros,9,4,spei
MedConF,35896,112,0.31,cabaneros,9,4,spei
MedSclF,158690,5354,3.37,cabaneros,9,4,spei
MedScrub,187005,10685,5.71,cabaneros,9,4,spei
Reforestation,57,16,28.07,cabaneros,9,4,spei
RipF,4764,321,6.74,cabaneros,9,4,spei
